signal transduction involved in DNA damage checkpoint	1.226011e-3	3.161834e+0	conserved	BP
GTP metabolic process	1.232029e-3	1.827215e+0	conserved	BP
positive regulation of gene expression involved in extracellular matrix organization	1.272876e-3	9.601862e+0	conserved	BP
macromolecular complex disassembly	1.270887e-3	2.341994e+0	conserved	BP
stem cell development	1.311773e-3	1.590574e+0	conserved	BP
regulation of translation	1.312225e-3	1.809743e+0	conserved	BP
surfactant homeostasis	1.340819e-3	4.929548e+0	conserved	BP
renal interstitial cell differentiation	1.356016e-3	5.513496e+0	conserved	BP
regulation of establishment of protein localization	1.362166e-3	1.524990e+0	conserved	BP
positive regulation of cell cycle arrest	1.420345e-3	2.645951e+0	conserved	BP
aromatic compound catabolic process	1.431060e-3	1.426861e+0	conserved	BP
positive regulation of mononuclear cell proliferation	1.456162e-3	2.001821e+0	conserved	BP
response to cold	1.459299e-3	3.244893e+0	conserved	BP
negative regulation of cellular macromolecule biosynthetic process	1.456914e-3	1.283411e+0	conserved	BP
protein complex subunit organization	1.454904e-3	1.324330e+0	conserved	BP
negative regulation of apoptotic signaling pathway	1.477092e-3	2.175177e+0	conserved	BP
mitral valve development	1.483572e-3	5.432221e+0	conserved	BP
regulation of fat cell differentiation	1.515630e-3	2.113943e+0	conserved	BP
response to host defenses	1.519830e-3	7.372920e+0	conserved	BP
response to estradiol stimulus	1.584784e-3	2.136108e+0	conserved	BP
response to endogenous stimulus	1.586355e-3	1.272300e+0	conserved	BP
negative regulation of forebrain neuron differentiation	1.620077e-3	1.235764e+1	conserved	BP
establishment of protein localization	1.618344e-3	1.323554e+0	conserved	BP
TRIF-dependent toll-like receptor signaling pathway	1.623824e-3	2.301140e+0	conserved	BP
positive regulation of leukocyte proliferation	1.645807e-3	1.967220e+0	conserved	BP
negative regulation of multicellular organismal process	1.658112e-3	1.518564e+0	conserved	BP
positive regulation of endothelial cell migration	1.664554e-3	2.222341e+0	conserved	BP
positive regulation of peptidyl-tyrosine phosphorylation	1.684077e-3	1.911067e+0	conserved	BP
regulation of adaptive immune response	1.711953e-3	2.153821e+0	conserved	BP
cellular response to external stimulus	1.716804e-3	1.862688e+0	conserved	BP
leukocyte cell-cell adhesion	1.714552e-3	3.055739e+0	conserved	BP
regulation of alpha-beta T cell activation	1.756933e-3	2.328839e+0	conserved	BP
cellular catabolic process	1.777492e-3	1.273299e+0	conserved	BP
vitellogenesis	1.794861e-3	8.891253e+0	conserved	BP
negative regulation of immune system process	1.811204e-3	1.739024e+0	conserved	BP
macromolecular complex subunit organization	1.873133e-3	1.292871e+0	conserved	BP
positive regulation of cell-matrix adhesion	1.896373e-3	2.914093e+0	conserved	BP
cellular protein metabolic process	1.914991e-3	1.171994e+0	conserved	BP
cellular glucose homeostasis	1.946087e-3	2.512401e+0	conserved	BP
regulation of defense response to virus	1.963223e-3	2.806426e+0	conserved	BP
single-organism developmental process	1.987857e-3	1.128244e+0	conserved	BP
regulation of protein stability	1.983556e-3	2.077538e+0	conserved	BP
negative regulation of programmed cell death	2.014488e-3	1.371608e+0	conserved	BP
cellular response to nitric oxide	2.072292e-3	8.621696e+0	conserved	BP
positive regulation of cytokine biosynthetic process	2.098699e-3	2.703720e+0	conserved	BP
negative regulation of tumor necrosis factor production	2.101094e-3	3.441144e+0	conserved	BP
nucleocytoplasmic transport	2.197451e-3	1.787748e+0	conserved	BP
metanephric glomerular mesangial cell development	2.197961e-3	3.570846e+1	conserved	BP
metanephric glomerular endothelium development	2.197961e-3	3.570846e+1	conserved	BP
regulation of systemic arterial blood pressure by endothelin	2.192601e-3	6.865139e+0	conserved	BP
renal interstitial cell development	2.212270e-3	5.810919e+0	conserved	BP
nuclear-transcribed mRNA catabolic process	2.208119e-3	2.147008e+0	conserved	BP
blood vessel endothelial cell migration	2.325920e-3	2.965177e+0	conserved	BP
cellular hormone metabolic process	2.341818e-3	2.322870e+0	conserved	BP
regulation of localization	2.347419e-3	1.206962e+0	conserved	BP
anoikis	2.359827e-3	1.120576e+1	conserved	BP
regulation of small GTPase mediated signal transduction	2.418323e-3	1.436404e+0	conserved	BP
platelet-derived growth factor receptor signaling pathway	2.414129e-3	2.752257e+0	conserved	BP
regulation of epithelial cell proliferation	2.412341e-3	1.530965e+0	conserved	BP
positive regulation of lymphocyte proliferation	2.413580e-3	1.961552e+0	conserved	BP
organelle organization	2.452132e-3	1.198845e+0	conserved	BP
regulation of pro-B cell differentiation	2.446768e-3	8.298248e+0	conserved	BP
primary miRNA processing	2.448093e-3	6.710623e+0	conserved	BP
cell motility	2.491598e-3	1.317230e+0	conserved	BP
macrophage activation	2.522697e-3	3.805123e+0	conserved	BP
sarcomere organization	2.545568e-3	3.560378e+0	conserved	BP
SMAD protein complex assembly	2.548352e-3	5.661406e+0	conserved	BP
negative regulation of RNA metabolic process	2.598970e-3	1.279197e+0	conserved	BP
vasculogenesis	2.602758e-3	2.016545e+0	conserved	BP
anatomical structure morphogenesis	2.608961e-3	1.170660e+0	conserved	BP
regulation of lipopolysaccharide-mediated signaling pathway	2.628889e-3	3.544599e+0	conserved	BP
macrophage activation involved in immune response	2.659291e-3	6.598940e+0	conserved	BP
regulation of hydrolase activity	2.674856e-3	1.294213e+0	conserved	BP
positive regulation of leukocyte differentiation	2.686416e-3	1.968099e+0	conserved	BP
modulation by virus of host morphology or physiology	2.727237e-3	1.606225e+0	conserved	BP
phagocytosis	2.728168e-3	1.945951e+0	conserved	BP
leukocyte tethering or rolling	2.745317e-3	5.581606e+0	conserved	BP
transforming growth factor beta receptor signaling pathway	2.798888e-3	1.923959e+0	conserved	BP
regulation of G1/S transition of mitotic cell cycle	2.833545e-3	2.109198e+0	conserved	BP
mRNA catabolic process	2.834772e-3	2.053616e+0	conserved	BP
protein transport	2.830489e-3	1.314108e+0	conserved	BP
cellular localization	2.841603e-3	1.229048e+0	conserved	BP
negative regulation of macromolecule biosynthetic process	2.845302e-3	1.263267e+0	conserved	BP
regulation of ferrochelatase activity	2.859944e-3	3.177997e+1	conserved	BP
positive regulation of JAK-STAT cascade	2.918409e-3	2.425272e+0	conserved	BP
positive regulation of cell cycle process	2.926127e-3	1.795589e+0	conserved	BP
cytoplasmic pattern recognition receptor signaling pathway	2.978048e-3	3.137435e+0	conserved	BP
organic substance transport	3.031178e-3	1.242636e+0	conserved	BP
chemical homeostasis within a tissue	3.182939e-3	4.327919e+0	conserved	BP
myofibril assembly	3.177921e-3	2.599421e+0	conserved	BP
regulation of multicellular organismal process	3.183152e-3	1.172295e+0	conserved	BP
positive regulation of execution phase of apoptosis	3.247735e-3	7.778831e+0	conserved	BP
toll-like receptor 2 signaling pathway	3.246078e-3	2.184995e+0	conserved	BP
cell migration	3.279470e-3	1.321693e+0	conserved	BP
nucleotide-binding oligomerization domain containing signaling pathway	3.276466e-3	3.260556e+0	conserved	BP
negative regulation of NF-kappaB transcription factor activity	3.277430e-3	2.521033e+0	conserved	BP
CD40 signaling pathway	3.344829e-3	2.984847e+1	conserved	BP
lipoprotein metabolic process	3.371692e-3	2.344771e+0	conserved	BP
nodal signaling pathway	3.391373e-3	4.282383e+0	conserved	BP
sodium-dependent organic cation transport	3.405895e-3	2.960244e+1	conserved	BP
positive regulation of intestinal epithelial structure maintenance	3.405895e-3	2.960244e+1	conserved	BP
quorum sensing involved in interaction with host	3.405895e-3	2.960244e+1	conserved	BP
negative regulation of wound healing	3.395189e-3	5.364949e+0	conserved	BP
regulation of protein serine/threonine kinase activity	3.432834e-3	1.468647e+0	conserved	BP
regulation of leukocyte differentiation	3.441217e-3	1.712876e+0	conserved	BP
regulation of cyclin-dependent protein serine/threonine kinase activity	3.434968e-3	2.249664e+0	conserved	BP
positive regulation of T cell differentiation	3.444913e-3	2.338355e+0	conserved	BP
regulation of toll-like receptor 4 signaling pathway	3.444367e-3	5.345429e+0	conserved	BP
Pathways in cancer	6.725808e-9	1.946511e+0	conserved	Msig
Genes involved in Sema4D induced cell migration and growth-cone collapse	1.087429e-8	8.425351e+0	conserved	Msig
HIF-2-alpha transcription factor network	1.414964e-8	4.774430e+0	conserved	Msig
AP-1 transcription factor network	1.689156e-8	3.254198e+0	conserved	Msig
Genes involved in Immune System	4.536742e-8	1.646336e+0	conserved	Msig
TNFR2 Signaling Pathway	3.841944e-8	7.259773e+0	conserved	Msig
Genes involved in Sema4D in semaphorin signaling	6.671289e-7	5.975541e+0	conserved	Msig
Genes involved in Cytokine Signaling in Immune system	6.654079e-7	2.164661e+0	conserved	Msig
NFkB activation by Nontypeable Hemophilus influenzae	1.394228e-6	4.754895e+0	conserved	Msig
HIF-1-alpha transcription factor network	3.007891e-6	2.998174e+0	conserved	Msig
Keratinocyte Differentiation	2.860278e-6	3.614476e+0	conserved	Msig
NF-kB Signaling Pathway	3.083280e-6	5.205379e+0	conserved	Msig
Acetylation and Deacetylation of RelA in The Nucleus	3.475585e-6	8.506910e+0	conserved	Msig
Tumor Necrosis Factor Pathway.	3.395231e-6	5.117792e+0	conserved	Msig
Canonical NF-kappaB pathway	4.280371e-6	5.327764e+0	conserved	Msig
Regulation of nuclear SMAD2/3 signaling	5.002014e-6	2.578914e+0	conserved	Msig
Angiopoietin receptor Tie2-mediated signaling	1.283295e-5	3.190502e+0	conserved	Msig
Validated transcriptional targets of AP1 family members Fra1 and Fra2	1.328976e-5	3.976430e+0	conserved	Msig
Notch signaling pathway	1.701333e-5	3.902448e+0	conserved	Msig
IL6-mediated signaling events	1.795476e-5	3.110587e+0	conserved	Msig
Genes involved in Signalling by NGF	3.857623e-5	1.910946e+0	conserved	Msig
Leukocyte transendothelial migration	4.232587e-5	2.345130e+0	conserved	Msig
S1P1 pathway	4.764048e-5	4.895134e+0	conserved	Msig
SODD/TNFR1 Signaling Pathway	6.437568e-5	1.077299e+1	conserved	Msig
amb2 Integrin signaling	6.422038e-5	4.210291e+0	conserved	Msig
Validated targets of C-MYC transcriptional repression	6.240975e-5	2.701057e+0	conserved	Msig
Thromboxane A2 receptor signaling	6.089791e-5	3.186893e+0	conserved	Msig
Genes involved in Toll Receptor Cascades	7.189399e-5	2.273316e+0	conserved	Msig
Genes involved in Innate Immune System	1.127140e-4	1.942952e+0	conserved	Msig
TNF/Stress Related Signaling	1.163025e-4	4.446544e+0	conserved	Msig
Cell Cycle: G1/S Check Point	1.169416e-4	4.175286e+0	conserved	Msig
Alpha9 beta1 integrin signaling events	1.194080e-4	3.941635e+0	conserved	Msig
TNF receptor signaling pathway	1.264186e-4	3.310780e+0	conserved	Msig
Beta3 integrin cell surface interactions	1.763180e-4	3.127401e+0	conserved	Msig
CD40L Signaling Pathway	1.781934e-4	5.830266e+0	conserved	Msig
Genes involved in Integrin cell surface interactions	1.841383e-4	2.665102e+0	conserved	Msig
Genes involved in Platelet activation, signaling and aggregation	1.906641e-4	1.917443e+0	conserved	Msig
Genes involved in RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	2.172737e-4	3.275544e+0	conserved	Msig
Genes involved in Signaling by the B Cell Receptor (BCR)	2.369060e-4	2.261109e+0	conserved	Msig
Genes involved in Metabolism of RNA	2.342801e-4	2.089321e+0	conserved	Msig
METS affect on Macrophage Differentiation	2.478544e-4	4.322551e+0	conserved	Msig
Genes involved in Metabolism of mRNA	2.589665e-4	2.244025e+0	conserved	Msig
Cytokine-cytokine receptor interaction	2.657544e-4	1.838855e+0	conserved	Msig
Chronic myeloid leukemia	2.789461e-4	2.479441e+0	conserved	Msig
Genes involved in Signaling by Interleukins	3.189671e-4	2.274062e+0	conserved	Msig
Cells and Molecules involved in local acute inflammatory response	3.366310e-4	5.282614e+0	conserved	Msig
Validated transcriptional targets of TAp63 isoforms	3.564629e-4	2.923335e+0	conserved	Msig
ATF-2 transcription factor network	4.456823e-4	2.600464e+0	conserved	Msig
Genes involved in Signaling by PDGF	4.425025e-4	2.076703e+0	conserved	Msig
Genes involved in Signaling by TGF-beta Receptor Complex	4.446135e-4	2.718490e+0	conserved	Msig
Chaperones modulate interferon Signaling Pathway	4.375629e-4	5.074556e+0	conserved	Msig
Effects of calcineurin in Keratinocyte Differentiation	4.350387e-4	3.593585e+0	conserved	Msig
Genes involved in TRIF mediated TLR3 signaling	4.362842e-4	2.484490e+0	conserved	Msig
Genes involved in Downstream signal transduction	4.483796e-4	2.313411e+0	conserved	Msig
Bone Remodelling	4.717982e-4	5.533010e+0	conserved	Msig
Signaling events mediated by HDAC Class I	4.746571e-4	2.919504e+0	conserved	Msig
Genes involved in Hemostasis	4.770969e-4	1.548373e+0	conserved	Msig
IL8- and CXCR2-mediated signaling events	4.888033e-4	3.525948e+0	conserved	Msig
Genes involved in Downstream Signaling Events Of B Cell Receptor (BCR)	5.552218e-4	2.482689e+0	conserved	Msig
Phosphoinositides and their downstream targets.	5.941555e-4	4.107906e+0	conserved	Msig
Renal cell carcinoma	6.107525e-4	2.373654e+0	conserved	Msig
Pancreatic cancer	6.080750e-4	2.415276e+0	conserved	Msig
Signaling events mediated by focal adhesion kinase	6.105748e-4	2.412446e+0	conserved	Msig
Genes involved in NFkB and MAP kinases activation mediated by TLR4 signaling repertoire	9.097409e-4	2.354372e+0	conserved	Msig
Genes involved in TRAF6 mediated IRF7 activation	9.263819e-4	4.999878e+0	conserved	Msig
Genes involved in TAK1 activates NFkB by phosphorylation and activation of IKKs complex	9.246252e-4	3.894103e+0	conserved	Msig
C-MYB transcription factor network	9.422469e-4	2.086035e+0	conserved	Msig
NOD-like receptor signaling pathway	9.682707e-4	2.821168e+0	conserved	Msig
Circadian rhythm - mammal	1.000522e-3	5.508668e+0	conserved	Msig
Cdk2, 4, and 6 bind cyclin D in G1, while cdk2/cyclin E promotes the G1/S transition.	1.051900e-3	7.456888e+0	conserved	Msig
Acute myeloid leukemia	1.092696e-3	2.566811e+0	conserved	Msig
Signal transduction through IL1R	1.139810e-3	3.374718e+0	conserved	Msig
B cell receptor signaling pathway	1.133218e-3	2.393020e+0	conserved	Msig
IL 2 signaling pathway	1.196170e-3	4.769878e+0	conserved	Msig
Erythropoietin mediated neuroprotection through NF-kB	1.223118e-3	6.072539e+0	conserved	Msig
Integrin-linked kinase signaling	1.260880e-3	2.831213e+0	conserved	Msig
Direct p53 effectors	1.283774e-3	1.974267e+0	conserved	Msig
Genes involved in NGF signalling via TRKA from the plasma membrane	1.291466e-3	1.900618e+0	conserved	Msig
Genes involved in TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	1.275232e-3	2.278328e+0	conserved	Msig
Genes involved in Developmental Biology	1.331703e-3	1.435417e+0	conserved	Msig
Focal adhesion	1.317747e-3	1.705366e+0	conserved	Msig
Genes involved in Downregulation of SMAD2/3:SMAD4 transcriptional activity	1.506611e-3	3.625585e+0	conserved	Msig
IL4-mediated signaling events	1.540536e-3	2.541077e+0	conserved	Msig
Influence of Ras and Rho proteins on G1 to S Transition	1.580034e-3	3.844171e+0	conserved	Msig
Fc gamma R-mediated phagocytosis	1.689293e-3	2.128966e+0	conserved	Msig
HIV-1 Nef: Negative effector of Fas and TNF-alpha	1.757144e-3	3.551276e+0	conserved	Msig
Prostate cancer	1.752914e-3	2.092641e+0	conserved	Msig
Cell cycle	1.748907e-3	2.064455e+0	conserved	Msig
ATM Signaling Pathway	1.821535e-3	4.425238e+0	conserved	Msig
Genes involved in PIP3 activates AKT signaling	1.844283e-3	3.751467e+0	conserved	Msig
Genes involved in MyD88:Mal cascade initiated on plasma membrane	1.833142e-3	2.173901e+0	conserved	Msig
Genes involved in Activated TLR4 signalling	1.828389e-3	2.140099e+0	conserved	Msig
CXCR4-mediated signaling events	1.898577e-3	2.133958e+0	conserved	Msig
Genes involved in Signaling by Rho GTPases	1.951626e-3	1.933278e+0	conserved	Msig
G alpha q Pathway	2.123862e-3	3.446430e+0	conserved	Msig
The 4-1BB-dependent immune response	2.266033e-3	4.264749e+0	conserved	Msig
IL8- and CXCR1-mediated signaling events	2.328426e-3	3.406079e+0	conserved	Msig
Cytosolic DNA-sensing pathway	2.306754e-3	3.898388e+0	conserved	Msig
Genes involved in G alpha (12/13) signalling events	2.323745e-3	2.240561e+0	conserved	Msig
Genes involved in Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	2.395937e-3	2.925749e+0	conserved	Msig
Signaling mediated by p38-gamma and p38-delta	2.442044e-3	5.246749e+0	conserved	Msig
Atypical NF-kappaB pathway	2.461738e-3	4.188047e+0	conserved	Msig
CD40/CD40L signaling	2.438621e-3	3.040763e+0	conserved	Msig
Genes involved in Apoptosis	2.479529e-3	1.981763e+0	conserved	Msig
Cdc25 activates the cdc2/cyclin B complex to induce the G2/M transition.	2.472668e-3	7.398760e+0	conserved	Msig
Jak-STAT signaling pathway	2.455627e-3	1.863707e+0	conserved	Msig
Genes involved in PI3K/AKT activation	2.657795e-3	2.772801e+0	conserved	Msig
MAPK signaling pathway	2.663789e-3	1.561674e+0	conserved	Msig
Genes involved in Interferon Signaling	2.689608e-3	2.069973e+0	conserved	Msig
Genes involved in NOD1/2 Signaling Pathway	2.705304e-3	3.308707e+0	conserved	Msig
RIG-I-like receptor signaling pathway	2.728829e-3	2.664604e+0	conserved	Msig
Adhesion and Diapedesis of Lymphocytes	2.811302e-3	5.057638e+0	conserved	Msig
Epithelial cell signaling in Helicobacter pylori infection	3.014520e-3	2.558031e+0	conserved	Msig
Notch-mediated HES/HEY network	3.026961e-3	2.311377e+0	conserved	Msig
Dorso-ventral axis formation	3.026591e-3	3.254190e+0	conserved	Msig
Adherens junction	3.062706e-3	1.992945e+0	conserved	Msig
Tight junction	3.209293e-3	1.862382e+0	conserved	Msig
VEGF signaling pathway	3.282748e-3	2.342946e+0	conserved	Msig
Cyclins and Cell Cycle Regulation	3.373589e-3	3.640695e+0	conserved	Msig
Small cell lung cancer	3.396814e-3	2.057216e+0	conserved	Msig
Alpha4 beta1 integrin signaling events	3.418301e-3	2.782640e+0	conserved	Msig
Toll-like receptor signaling pathway	3.495799e-3	2.188521e+0	conserved	Msig
Validated transcriptional targets of deltaNp63 isoforms	3.511384e-3	2.378964e+0	conserved	Msig
Genes involved in SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	3.549764e-3	3.364964e+0	conserved	Msig
Genes involved in Extrinsic Pathway for Apoptosis	3.531088e-3	6.691712e+0	conserved	Msig
Genes involved in Mitochondrial Protein Import	3.695688e-3	3.154405e+0	conserved	Msig
HIV-I Nef: negative effector of Fas and TNF	3.674047e-3	2.653619e+0	conserved	Msig
Beta1 integrin cell surface interactions	3.667592e-3	2.136137e+0	conserved	Msig
Genes involved in TGF-beta receptor signaling activates SMADs	3.644444e-3	3.151158e+0	conserved	Msig
Genes involved in Signaling by NOTCH	3.626486e-3	1.894725e+0	conserved	Msig
Neuropeptides VIP and PACAP inhibit the apoptosis of activated T cells	3.664957e-3	2.856717e+0	conserved	Msig
Signaling events mediated by TCPTP	3.749860e-3	2.480049e+0	conserved	Msig
Genes involved in Peptide chain elongation	4.040693e-3	2.715368e+0	conserved	Msig
Glucocorticoid receptor regulatory network	4.040798e-3	2.115406e+0	conserved	Msig
Genes involved in GPVI-mediated activation cascade	4.494236e-3	2.791794e+0	conserved	Msig
BCR signaling pathway	4.843491e-3	2.203825e+0	conserved	Msig
BCR Signaling Pathway	4.828893e-3	2.767995e+0	conserved	Msig
Beta2 integrin cell surface interactions	5.145326e-3	4.466357e+0	conserved	Msig
Genes involved in Pre-NOTCH Transcription and Translation	5.260491e-3	3.003438e+0	conserved	Msig
Regulation of Telomerase	5.521080e-3	2.177472e+0	conserved	Msig
Genes involved in Downregulation of TGF-beta receptor signaling	6.129057e-3	3.113415e+0	conserved	Msig
Apoptosis	6.637077e-3	2.188381e+0	conserved	Msig
Colorectal cancer	6.747817e-3	2.031954e+0	conserved	Msig
Notch signaling pathway	6.717349e-3	2.140665e+0	conserved	Msig
Genes involved in Interferon gamma signaling	6.684301e-3	2.482321e+0	conserved	Msig
T Cell Receptor Signaling Pathway	6.803200e-3	2.337446e+0	conserved	Msig
Genes involved in Interferon alpha/beta signaling	7.285861e-3	3.035933e+0	conserved	Msig
Genes involved in MAP kinase activation in TLR cascade	7.604549e-3	2.204170e+0	conserved	Msig
Signaling events mediated by PRL	7.723838e-3	3.433882e+0	conserved	Msig
IL-10 Anti-inflammatory Signaling Pathway	8.147923e-3	5.495115e+0	conserved	Msig
S1P3 pathway	8.530430e-3	2.820092e+0	conserved	Msig
Regulation of RhoA activity	8.549574e-3	2.415052e+0	conserved	Msig
Adipocytokine signaling pathway	9.048936e-3	2.122553e+0	conserved	Msig
Genes involved in p75 NTR receptor-mediated signalling	9.624257e-3	2.001224e+0	conserved	Msig
Genes involved in Regulation of Hypoxia-inducible Factor (HIF) by Oxygen	1.013450e-2	3.292183e+0	conserved	Msig
Genes involved in TRAF6 mediated NF-kB activation	1.022385e-2	3.931966e+0	conserved	Msig
Genes involved in Mitotic G1-G1/S phases	1.037321e-2	1.956918e+0	conserved	Msig
Genes involved in Pre-NOTCH Expression and Processing	1.047788e-2	2.522098e+0	conserved	Msig
fMLP induced chemokine gene expression in HMC-1 cells	1.068014e-2	2.515439e+0	conserved	Msig
RXR and RAR heterodimerization with other nuclear receptor	1.070631e-2	3.040960e+0	conserved	Msig
AKT Signaling Pathway	1.111578e-2	2.855201e+0	conserved	Msig
Bladder cancer	1.196793e-2	2.577761e+0	conserved	Msig
Regulation of transcriptional activity by PML	1.202073e-2	3.803947e+0	conserved	Msig
Genes involved in Signaling by SCF-KIT	1.217170e-2	2.022875e+0	conserved	Msig
Genes involved in Circadian Clock	1.235104e-2	2.019530e+0	conserved	Msig
Wnt signaling pathway	1.279512e-2	1.584485e+0	conserved	Msig
PDGFR-alpha signaling pathway	1.317595e-2	2.941960e+0	conserved	Msig
p38 MAPK Pathway	1.310821e-2	2.446305e+0	conserved	Msig
Genes involved in Regulation of mRNA Stability by Proteins that Bind AU-rich Elements	1.341024e-2	2.288252e+0	conserved	Msig
Adhesion and Diapedesis of Granulocytes	1.395960e-2	5.895819e+0	conserved	Msig
Coregulation of Androgen receptor activity	1.391205e-2	1.960525e+0	conserved	Msig
Genes involved in Semaphorin interactions	1.445888e-2	1.986487e+0	conserved	Msig
Genes involved in Interleukin-2 signaling	1.438205e-2	2.613071e+0	conserved	Msig
Genes involved in Unfolded Protein Response	1.554431e-2	2.482838e+0	conserved	Msig
IL2 signaling events mediated by PI3K	1.556084e-2	2.585579e+0	conserved	Msig
Cadmium induces DNA synthesis and proliferation in macrophages	1.557062e-2	3.283977e+0	conserved	Msig
Interleukin 4 (IL-4) Pathway	1.563892e-2	3.592416e+0	conserved	Msig
Genes involved in Interleukin-3, 5 and GM-CSF signaling	1.609835e-2	2.466852e+0	conserved	Msig
Genes involved in Host Interactions of HIV factors	1.657796e-2	1.992631e+0	conserved	Msig
Genes related to regulation of the actin cytoskeleton	1.689319e-2	2.819919e+0	conserved	Msig
Cytokines can induce activation of matrix metalloproteinases, which degrade extracellular matrix.	1.808545e-2	3.904713e+0	conserved	Msig
Genes involved in Influenza Viral RNA Transcription and Replication	1.804434e-2	2.270436e+0	conserved	Msig
PI3K Pathway	1.877430e-2	2.515471e+0	conserved	Msig
Genes involved in Transcriptional Regulation of White Adipocyte Differentiation	1.896746e-2	1.873482e+0	conserved	Msig
PDGFR-beta signaling pathway	1.914233e-2	1.723574e+0	conserved	Msig
Endogenous TLR signaling	1.954618e-2	3.434120e+0	conserved	Msig
Validated nuclear estrogen receptor alpha network	1.958953e-2	1.894144e+0	conserved	Msig
Genes involved in Cyclin E associated events during G1/S transition	1.952472e-2	2.398760e+0	conserved	Msig
Class I PI3K signaling events mediated by Akt	2.010608e-2	2.599501e+0	conserved	Msig
Genes involved in 3' -UTR-mediated translational regulation	2.022338e-2	2.171605e+0	conserved	Msig
Genes involved in Regulation of Insulin Secretion by Acetylcholine	2.119615e-2	3.094210e+0	conserved	Msig
Genes involved in Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	2.147060e-2	2.367123e+0	conserved	Msig
Genes involved in Signaling by NODAL	2.184820e-2	3.074825e+0	conserved	Msig
IL2-mediated signaling events	2.215500e-2	2.093849e+0	conserved	Msig
Hypoxia-Inducible Factor in the Cardiovascular System	2.221707e-2	3.334902e+0	conserved	Msig
Genes involved in Nonsense Mediated Decay Enhanced by the Exon Junction Complex	2.242725e-2	2.202147e+0	conserved	Msig
Genes involved in RIP-mediated NFkB activation via DAI	2.245361e-2	4.235736e+0	conserved	Msig
Genes involved in SLC-mediated transmembrane transport	2.335682e-2	1.505884e+0	conserved	Msig
Genes involved in Lipoprotein metabolism	2.330768e-2	3.029770e+0	conserved	Msig
Genes involved in GAB1 signalosome	2.323746e-2	2.425744e+0	conserved	Msig
Genes involved in p53-Independent G1/S DNA damage checkpoint	2.350307e-2	2.818430e+0	conserved	Msig
Genes involved in PI-3K cascade	2.348199e-2	2.027344e+0	conserved	Msig
Genes involved in p53-Dependent G1 DNA Damage Response	2.337003e-2	2.656823e+0	conserved	Msig
Plasma membrane estrogen receptor signaling	2.349092e-2	2.182081e+0	conserved	Msig
Genes involved in Adaptive Immune System	2.413748e-2	1.354789e+0	conserved	Msig
GMCSF-mediated signaling events	2.589607e-2	2.385261e+0	conserved	Msig
Links between Pyk2 and Map Kinases	2.613262e-2	2.609658e+0	conserved	Msig
Neurotrophin signaling pathway	2.669116e-2	1.642285e+0	conserved	Msig
Genes involved in CD28 dependent Vav1 pathway	2.677487e-2	4.816669e+0	conserved	Msig
Wnt/Ca2+/cyclic GMP signaling.	2.669234e-2	3.192603e+0	conserved	Msig
Regulation of p38-alpha and p38-beta	2.664483e-2	2.472413e+0	conserved	Msig
IL 4 signaling pathway	2.682410e-2	4.798149e+0	conserved	Msig
Genes involved in trans-Golgi Network Vesicle Budding	2.815796e-2	2.266134e+0	conserved	Msig
Osteopontin-mediated events	2.831010e-2	2.448496e+0	conserved	Msig
Signaling events mediated by HDAC Class II	2.843999e-2	2.188545e+0	conserved	Msig
Chemokine signaling pathway	2.844509e-2	1.594336e+0	conserved	Msig
B Cell Antigen Receptor	2.846361e-2	2.442343e+0	conserved	Msig
Free Radical Induced Apoptosis	2.875006e-2	4.687107e+0	conserved	Msig
Genes involved in ERKs are inactivated	2.975786e-2	3.906090e+0	conserved	Msig
Genes involved in SCF(Skp2)-mediated degradation of p27/p21	3.019823e-2	2.536720e+0	conserved	Msig
LPA receptor mediated events	3.039672e-2	1.856229e+0	conserved	Msig
Genes involved in Downstream signaling of activated FGFR	3.038302e-2	1.713862e+0	conserved	Msig
Base excision repair	3.048190e-2	3.409274e+0	conserved	Msig
Genes involved in BMAL1:CLOCK/NPAS2 Activates Circadian Expression	3.231574e-2	2.034212e+0	conserved	Msig
Calcium signaling in the CD4+ TCR pathway	3.269405e-2	2.500927e+0	conserved	Msig
Genes involved in Regulation of ornithine decarboxylase (ODC)	3.339147e-2	2.630869e+0	conserved	Msig
Calcineurin-regulated NFAT-dependent transcription in lymphocytes	3.381031e-2	1.934664e+0	conserved	Msig
Role of Tob in T-cell activation	3.399095e-2	2.793804e+0	conserved	Msig
Alpha-synuclein signaling	3.443837e-2	2.613589e+0	conserved	Msig
Genes involved in S Phase	3.466559e-2	1.927360e+0	conserved	Msig
IL23-mediated signaling events	3.451869e-2	2.472790e+0	conserved	Msig
Signaling events mediated by HDAC Class III	3.446233e-2	2.608238e+0	conserved	Msig
TGF-beta receptor signaling	3.448067e-2	1.925911e+0	conserved	Msig
Genes involved in Signaling by NOTCH1	3.470040e-2	1.749104e+0	conserved	Msig
Genes involved in Orc1 removal from chromatin	3.476405e-2	2.464370e+0	conserved	Msig
Genes involved in Regulation of Apoptosis	3.489870e-2	2.182032e+0	conserved	Msig
